;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
2962;RS;['24.291'];['24.291'];24.291;1.132;1.132;"Alphabetic; Alphabetic";"Hurrian; Ugaritic";Alphabetic;"Ugaritic;Hurrian";a-ug-hu;Rel;Tablet;"Tablet, Alphabetic Ugaritic; Alphabetic Hurrian";House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;70 x 54 x 17;DO 6622;D 6622;Sud Acropole, Cella aux Tablettes, p.t. 3681 ? 1,25;3681;3681;1,25;1.25;
2963;RS;['24.292'];['24.292'];24.292;4.728;4.728;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;;PRAVDA;administrative;uncertainties about interpreteation, but there may be connection to Baal Halab or divination payment in oil;;75 x 55 x 24;DO 6623;D 6623;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3708 ? 1,55;3708;3708;1,55;1.55;
2964;RS;['24.293'];['24.293'];24.293;1.133;1.133;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;scribal exercise/myth/quotation from the Baal-Myth;;;;;69 x 53 x 24;DO 6624;D 6624;Sud Acropole, Cella aux Tablettes, p.t. 3745 ? 0,75;3745;3745;0,75;0.75;
2965;RS;['24.294'];['24.294'];24.294;1.134;1.134;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;40 x 50 x 22;DO 6625;D 6625;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3743 ? 2,45;3743;3743;2,45;2.45;
2966;RS;['24.295'];['24.295'];24.295;1.135;1.135;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;55 x 50 x 21;DO 6626;D 6626;Sud Acropole, Cella aux Tablettes, p.t. 3745 ? 1,0;3745;3745;1;1.00;
2967;RS;['24.296A'];['24.296A'];24.296A(+)24.296B;1.136;1.136;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;ritual?/list (sacrifices)?;;;;;55 x 65 x 27;DO 6627;D 6627;Sud Acropole, Cella aux Tablettes, p.t. 3759 ? 0,95;3759;3759;0,95;0.95;
2968;RS;['24.296B'];['24.296B'];24.296A(+)24.296B;1.137;1.136;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;ritual?;;;;;40 x 55 x 25;DO 6628;D 6627;Sud Acropole, Cella aux Tablettes, p.t. 3759 ? 0,95;3759;3759;0,95;0.95;
2969;RS;['24.269', '24.297'];['24.297', '24.269'];24.269+24.297;1.120;1.120;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;religious;;;;;80 x 65 x 34;DO 6606;D 6606;Sud Acropole, Cella aux Tablettes, sur seuil porte S, p.t. 3726 ? 1,50;3726;3694|3726;1,5;1.50;
2970;RS;['24.298'];['24.298'];24.298;1.138;1.138;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;40 x 45 x 25;DO 6629;D 6629;Sud Acropole, Cella aux Tablettes, p.t. 3759 ? 1,15;3759;3759;1,15;1.15;
2971;RS;['24.299'];['24.299'];24.299;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E?;Tablet;Tablet, Logosyllabic Akkadian;House of the Hurrian Priest;South Acropolis;;;NE of Agp;;SET TO FALSE;Administrative?;no sufficient basis for religious content;;40 x 40 x 23;DO 6630;D 6630;Sud Acropole, Cella aux Tablettes, p.t. 3775;3775;3775;;;van Soldt 1991: 645: NE of Agp!!??
2972;RS;['24.300'];['24.300'];24.300;1.139;1.139;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;65 x 50 x 23;DO 6631;D 6631;Sud Acropole, Cella aux Tablettes, p.t. 3687 ? 1,30;3687;3687;1,3;1.30;
2973;RS;['24.301'];['24.301'];24.301;4.729;4.729;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;South Acropolis;South Acropolis;;;N of Agp (M23/24);;;;;;45 x 50 x 28;DO 6632;D 6632;Sud Acropole, au N de la M. d'Agapsharri, p.t. 3646 ? 0,75;3646;3646;0,75;0.75;
2974;RS;['24.302A'];['24.302[A]'];24.302[A];;;;;;;;;Tablet;Tablet;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;35 x 44 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3745 ? 0,75;3745;3745;0,75;;
2975;RS;['24.302'];['24.302'];24.302;1.140;1.140;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;omen (šumma izbu);;;;;45 x 40 x 18;DO 6633;D 6633;Sud Acropole, Cella aux Tablettes, p.t. 3745 ? 0,75;3745;3745;0,75;0.75;
2976;RS;['24.303'];['24.303'];24.303;4.730;4.730;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;45 x 39 x 22;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3745 ? 0,75;3745;3745;0,75;;
2977;RS;['24.304'];['24.304'];24.304;4.731;4.731;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;35 x 30 x 19;DO 6634;D 6634;Sud Acropole, Cella aux Tablettes, p.t. 3694 ? 1,40;3694;3694;1,4;1.40;
2978;RS;['24.305'];['24.305'];24.305;7.133;7.133;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH11;;POSSIBLY TRUE;;if join with KTU 1.104 is true;;40 x 35 x 6;DO 6635;D 6635;Sud Acropole, Cella aux Tab- lettes (sous cella E, tombe), p.t. 3709;;3709;;2.18?;
2979;RS;['24.306'];['24.306'];24.306;;;Logosyllabic;Akkadian;;;;;Tablet;Tablet, Logosyllabic Akkadian;House of Yabninu;;;;;;;;;;22 x 25 x 16;Damas s.n.;D -;Palais Sud (?), déblais?;;dump;;;
2980;RS;['24.307'];['24.307'];24.307;;frg.;;;;;;;Tablet;Tablet;House of the Hurrian Priest;House of the Hurrian Priest;;;PH 10;;;;;;42 x 33 x 20;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3750 ? 1,0;3750;3750;1;1.00;
2981;RS;['24.307A'];['24.307A'];24.307A;;;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;Hh 18-;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;;;;;;;47 x 35 x 24;Damas s.n.;D -;Sud Acropole, p.t. 3637 (zone 50);3637;3637;;;
2982;RS;['24.308B'];['24.308[B]'];24.308[B];7.134;7.134;Alphabetic;Ugaritic;Alphabetic;;a-;D,liv;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;myth?;PROBABLY TRUE;;very damaged but what is left may be considered as il and špš.;;22 x 14 x 16;Damas s.n.;D 6636;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3782 ? 1,95;3782;3732;1,95;1.95;
2983;RS;['24.309A'];['24.309A'];24.309A(+)24.309B;;U5.nl 23;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;G;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;SA;lexical deities;PRAVDA;Lexical;DNN;;95 x 110 x 23;DO 6637;D 6637;Sud Acropole, pr?s extrémité S, p.t. 3531, ? 2,0;3531;3531;2;2.00;
2984;RS;['24.309B'];['24.309B'];24.309A(+)24.309B;;U5.nl 23;Logosyllabic;Akkadian;Logosyllabic;Sumerian;s-su;G;Tablet;Tablet, Logosyllabic Akkadian;South Acropolis;;;;SA;;;;;;35 x 25 x 17;DO 6638;D 6637;Sud Acropole, pr?s extrémité S, p.t. 3531, ? 2,0;3531;3531;2;2.00;
2985;RS;['24.312'];['24.312'];24.312;1.141;1.141;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;D,liv;Model;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;omen (liver);;;;;44 x 63 x 20;DO 6641;D 6641;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3781 ? 3,30;3781;3781;3,3;3.30;
2986;RS;['24.323'];['24.323'];24.323;1.142;1.142;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;D,liv;Model;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;omen (liver);;;;;46 x 62 x 29;DO 6652;D 6652;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3781 ? 3,30;3781;3781;3,3;;
2987;RS;['24.326'];['24.326'];24.326;1.143;1.143;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;D,liv;Model;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;omen (liver);;;;;52 x 57 x 30;DO 6655;D 6655;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3743 ? 2,30;3743;3743;2,3;2.30;
2988;RS;['24.327'];['24.327'];24.327;1.144;1.144;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;D,liv;Model;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10 fosse;omen (liver);;;;;54 x 55 x 28;DO 6656;D 6656;Sud Acropole, Cella aux Tablettes (fosse), p.t. 3751 ? 3,0;3751;3751;3;3.00;
2989;RS;['24.369'];['24.369'];24.369;;;Hieroglyphic;Egyptian;Hieroglyphs;Egyptian;h-eg;scarab;Scarab;Scarab, Hieroglyphic Egyptian;South Acropolis;;;;SA;;;;;;16 x 15 x 9;DO 2880;D 2880;Sud Acropole, p.t. 3657 (zone 139), ? 2,0;3657;3657;;2.00;
2990;RS;['24.491'];['24.491'];24.[491];;8.14;;;Alphabetic;;a-;;Tablet;Tablet;;;;;;;;;;;;;;;;;;;
2991;RS;['24.523'];['24.523'];24.523;1.146;1.146;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH11 (T.;ritual?;;;;;45 x 55 x 13;DO 6659;D 6659;Sud Acropole, p.t. 3709, tombe;;3709;;2.18;
2992;RS;['24.642A'];['24.642A'];24.642A;1.147;1.147;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;myth?/ritual?;;;;;104 x 42 x 32;DO 6663;D 6663;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2993;RS;['24.642B'];['24.642B'];24.642B;7.135;7.135;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;POSSIBLY TRUE;;mythological fragment? not indicated in KTU;;56 x 54 x 22;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2994;RS;['24.642C'];['24.642C'];24.642C;7.136;7.136;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;POSSIBLY TRUE;;mythological fragment? not indicated in KTU;;46 x 31 x 38;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2995;RS;['24.642D'];['24.642D'];24.642D;7.137;7.137;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;POSSIBLY TRUE;;mythological fragment? not indicated in KTU;;22 x 37 x 21;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2996;RS;['24.642E', '24.642F'];['24.642F', '24.642E'];24.642E+24.642F;4.732;4.732;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;61 x 45 x 35;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2997;RS;['24.642G'];['24.642G'];24.642G;4.733;4.733;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;34 x 29 x 20;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2998;RS;['24.642H'];['24.642H'];24.642H;7.138;7.138;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;POSSIBLY TRUE;;mythological fragment? not indicated in KTU;;31 x 18 x 11;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
2999;RS;['24.642I'];['24.642I'];24.642I;7.139;7.139;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;19 x 12 x 7;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3753;;3753;;;
3000;RS;['24.643'];['24.643'];24.643;1.148;1.148;"Alphabetic; Alphabetic";"Hurrian; Ugaritic";Alphabetic;"Ugaritic;Hurrian";a-ug-hu;Rel;Tablet;"Tablet, Alphabetic Ugaritic; Alphabetic Hurrian";House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;list (sacrifices);;;;;120 x 150 x 40;DO 6660;D 6660;Sud Acropole, Cella aux Tablettes, p.t. 3759;;3759;;1.00?;
3001;RS;['24.644A'];['24.644[A]'];24.644(+)24.644[A];1.150;1.149;Alphabetic;Ugaritic;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;9 x 11 x 6;Damas s.n.;D 6661;Sud Acropole, Cella aux Tablettes, p.t. 3777, ? 1,20;3777;3777;1,2;1.20;
3002;RS;['24.644'];['24.644'];24.644(+)24.644[A];1.149;1.149;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;religious;;;;;110 x 95 x 26;DO 6661;D 6661;Sud Acropole, Cella aux Tablettes, p.t. 3777, ? 1,20;3777;3777;1,2;1.20;
3003;RS;['24.645'];['24.645'];24.645;;;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;South City;South City;;;VS;;;;;;45 x 60 x 38;DO 6662;D 6662;Ville Sud, p.t. 3382 ? 0,50;3382;3382;0,5;0.50;
3004;RS;['24.647'];['24.647'];24.647;1.151;1.151;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;myth?;;;;;42 x 83 x 28;DO 6664;D 6664;Sud Acropole, Cella aux Tablettes, p.t. 3783 ? 1,10;3783;3783;1,1;1.10;
3005;RS;['24.648A'];['24.648A'];24.648A;4.815;7.140;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;PROBABLY FALSE;;probably list of perfumes and not ritual text (see KTU3);;75 x 92 x 41;DO 6665;D 6665;Sud Acropole, Cella aux Tablettes, p.t. 3783 ? 1,10;3783;3783;1,1;;
3006;RS;['24.648B'];['24.648B'];24.648B;7.141;7.141;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;48 x 33 x 25;DO 6666;D 6666;Sud Acropole, Cella aux Tablettes, p.t. 3783 ? 1,10;3783;3783;1,1;;
3007;RS;['24.648C'];['24.648C'];24.648C;7.142;7.142;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;36 x 37 x 19;DO 6667;D 6667;Sud Acropole, Cella aux Tablettes, p.t. 3783 ? 1,10;3783;3783;1,1;;
3008;RS;['24.648D'];['24.648D'];24.648D;7.143;7.143;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;;;D -;Sud Acropole, Cella aux Tablettes, p.t. 3783 ? 1,10;3783;3783;1,1;;
3009;RS;['24.649A', '24.649B'];['24.649B', '24.649A'];24.649A|24.649B;1.152;7.144|1.152;Alphabetic;Ugaritic;"Alphabetic;Alphabetic";Ugaritic;a-ug|a-;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;myth?/scribal exercise?/list of temple personal?;;;;;40 x 32 x 14, 60 x 35 x 30;DO 6669;D 6668|D 6669;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3010;RS;['24.649C'];['24.649C'];24.649C;7.145;7.145;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;30 x 27 x 16;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3011;RS;['24.649D'];['24.649D'];24.649D;7.146;7.146;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;15 x 18 x 12;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3012;RS;['24.650A'];['24.650A'];24.650A;7.147;7.147;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;POSSIBLY TRUE;;join with KTU 1.149+1.150?;;62 x 38 x 25;DO 6670;D 6670;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3013;RS;['24.650B'];['24.650B'];24.650B;1.153;1.153;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;ritual?;;;;;65 x 20 x 28;DO 6671;D 6671;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3014;RS;['24.650C'];['24.650C'];24.650C;7.148;7.148;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;28 x 30 x 24;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3015;RS;['24.650D'];['24.650D'];24.650D;7.149;7.149;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;ADD POSSIBLY TRUE;;contains il and is from PH;;24 x 27 x 14;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3016;RS;['24.650E'];['24.650E'];24.650E;7.150;7.150;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;21 x 23 x 11;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3017;RS;['24.650F'];['24.650F'];24.650F;7.151;7.151;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;24 x 24 x 12;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3018;RS;['24.650G'];['24.650G'];24.650G;7.152;7.152;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;42 x 22 x 15;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3019;RS;['24.650H'];['24.650H'];24.650H;7.153;7.153;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;31 x 18 x 18;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3020;RS;['24.650I'];['24.650I'];24.650I;7.154;7.154;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;23 x 12 x 7;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3021;RS;['24.650J'];['24.650J'];24.650L=24.650J;;7.155|7.157;;;Alphabetic;;a-;;Tablet;Tablet;;House of the Hurrian Priest;;;PH10;;;;;;;;D -;;;3777;;;
3022;RS;['24.650K'];['24.650K'];24.650K;7.156;7.156;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;15 x 23 x 9;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3023;RS;['24.650L'];['24.650L'];24.650L=24.650J;7.157;7.155|7.157;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;12 x 18 x 6;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3777;3777;3777;;;
3024;RS;['24.651B'];['24.651B'];24.651B;4.735;4.735;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;40 x 32 x 13;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;;3771;;;
3025;RS;['24.651C'];['24.651C'];24.651C;4.736;4.736;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;UNCERTAIN;administrative?;too fragmentary, context could suggest religion;;18 x 33 x 25;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;;3771;;;
3026;RS;['24.651D'];['24.651D'];24.651D;7.158;7.158;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;49 x 35 x 16;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3027;RS;['24.651E'];['24.651E'];24.651E;7.159;7.159;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;29 x 23 x 13;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3028;RS;['24.651F'];['24.651F'];24.651F;7.160;7.160;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;22 x 23 x 12;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;3771;;;
3029;RS;['24.652A', '24.652B'];['24.652B', '24.652A'];24.652A|24.652B;7.162;7.161|7.162;Alphabetic;Ugaritic;"Alphabetic;Alphabetic";Ugaritic?;a-|a-ug?;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;PROBABLY FALSE;;the suggestions made earlier seem to be false;;36 x 25 x 20, 46 x 40 x 27;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3030;RS;['24.652D'];['24.652D'];24.652D;7.164;7.164;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;ADD POSSIBLY TRUE;;the vocabulary could indicate it;;29 x 23 x 18;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3031;RS;['24.652E'];['24.652E'];24.652E;7.165;7.165;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;25 x 29 x 23;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3032;RS;['24.652F'];['24.652F'];24.652F;7.166;7.166;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;27 x 17 x 26;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
3033;RS;['24.652H'];['24.652H'];24.652H;7.167;7.167;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the Hurrian Priest;House of the Hurrian Priest;;;PH10;;;;;;24 x 26 x 7;Damas s.n.;D -;Sud Acropole, Cella aux Tablettes, p.t. 3771;3771;near 3771;;;
