;Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Clemens note;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note;Associated SAU Entry
572;RS;['18.[560H]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[560H];Alphabetic;Ugaritic;17 x 12 x 3;9.281;;;;18.560[A]+18.560[B]+18.560[C]+18.560[D]+18.560[E]+18.560[F]+18.560[G]+18.560[H]+18.560[I]
573;RS;['18.[560I]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[560I];Alphabetic;Ugaritic;17 x 14 x 3;9.282;;;;18.560[A]+18.560[B]+18.560[C]+18.560[D]+18.560[E]+18.560[F]+18.560[G]+18.560[H]+18.560[I]
574;RS;['18.[561A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[561A];Alphabetic;Ugaritic;12 x 32 x 9;9.283;;;;18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E]
575;RS;['18.[561B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[561B];Alphabetic;Ugaritic;6 x 47 x 13;9.284;;;;18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E]
576;RS;['18.[561C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[561C];Alphabetic;Ugaritic;31 x 26 x 6;9.285;;;;18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E]
577;RS;['18.[561D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[561D];Alphabetic;Ugaritic;19 x 15 x 6;9.286;;;;18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E]
578;RS;['18.[561E]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southern archive;Palais Royal, cour V (four), p.t. 1331;1331;;RS 18.[561E];Alphabetic;Ugaritic;39 x 29 x 13;9.287;;;;18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E]
579;RS;['18.[563A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[563A];Alphabetic;Ugaritic;25 x 20 x 9;9.289;;;;18.563[A]+18.563[B]+18.563[C]+18.563[D]
580;RS;['18.[563B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[563B];Alphabetic;Ugaritic;16 x 21 x 11;9.290;;;;18.563[A]+18.563[B]+18.563[C]+18.563[D]
581;RS;['18.[563C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[563C];Alphabetic;Ugaritic;12 x 14 x 7;9.291;;;;18.563[A]+18.563[B]+18.563[C]+18.563[D]
582;RS;['18.[563D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[563D];Alphabetic;Ugaritic;12 x 8 x 12;9.292;;;;18.563[A]+18.563[B]+18.563[C]+18.563[D]
583;RS;['18.[472]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, entre cour V et room 80 (Arch. SW), p.t. 1439 ? 2,45;1439;2,45;RS 18.[472];Alphabetic;Ugaritic;30 x 42 x 14;4.546;;;;18.472=19.167
584;RS;['19.167'];;;;Tablet;;Tablet;;;;;;;RS 19.167;;;;;;;;18.472=19.167
585;RS;['17.457'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;;Palais Royal, cour V, p.t. 792 ? 0,60;792;0,6;RS 17.457;Logosyllabic;Akkadian;28 x 14 x 24;;;;;17.457+17.235+17.379+17.335+17.381
586;RS;['17.379', '17.235', '17.381', '17.335'];PRAVDA;Legal;"Hittite king as Sun; the obligated gifts as cultic offerings?; seal of Muršili [beloved of d:IM]";Tablet, Logosyllabic Akkadian;;Tablet;DO 4627;Royal Palace;Southern archive;Palais Royal, room 68 (Archives Sud), p.t. 1162 ? 1,60;1162;1,6;RS 17.235+;Logosyllabic;Akkadian;134 x 85 x 38;;;;;17.457+17.235+17.379+17.335+17.381
587;RS;['16.172'];;;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4279;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 432 ? 0,60;432;0,6;RS 16.172;Logosyllabic;Akkadian;52 x 27 x 11;;;;;16.086+16.172
588;RS;['16.086'];;;;Tablet, Logosyllabic Akkadian;;Tablet;DO 4232;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 265 ? 0,80;265;0,8;RS 16.086;Logosyllabic;Akkadian;79 x 21 x 24;;;;;16.086+16.172
589;RS;['16.369[A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [A];Alphabetic;Ugaritic;16 x 41 x 9;9.131;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
590;RS;['16.369[B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [B];Alphabetic;Ugaritic;20 x 32 x 7;9.132;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
591;RS;['16.369[C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [C];Alphabetic;Ugaritic;21 x 31 x 6;9.133;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
592;RS;['16.369[D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [D];Alphabetic;Ugaritic;14 x 22 x 6;9.134;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
593;RS;['16.369[E]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [E];Alphabetic;Ugaritic;12 x 28 x 8;9.135;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
594;RS;['16.369[F]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [F];Alphabetic;Ugaritic;12 x 17 x 5;9.136;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
595;RS;['16.369[G]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [G];Alphabetic;Ugaritic;14 x 15 x 3;9.137;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
596;RS;['16.369[H]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Central archive;Palais Royal, cour VI (Archives Centrales), p.t. 497 ? 2,30;497;2,3;RS 16.369 [H];Alphabetic;Ugaritic;10 x 12 x 5;9.138;;;;16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H]
597;RS;['19.158[M]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [M];Alphabetic;Ugaritic;7 x 7 x 3;9.318;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
598;RS;['19.158[N]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [N];Alphabetic;Ugaritic;9 x 5 x 2;9.319;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
599;RS;['19.158[C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [C];Alphabetic;Ugaritic;22 x 15 x 5;9.308;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
600;RS;['19.158[D]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [D];Alphabetic;Ugaritic;20 x 18 x 9;9.309;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
601;RS;['19.158[E]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [E];Alphabetic;Ugaritic;16 x 17 x 7;9.310;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
602;RS;['19.158[F]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [F];Alphabetic;Ugaritic;19 x 12 x 17;9.311;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
603;RS;['19.158[G]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [G];Alphabetic;Ugaritic;7 x 14 x 4;9.312;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
604;RS;['19.158[H]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [H];Alphabetic;Ugaritic;7 x 11 x 6;9.313;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
605;RS;['19.158[I]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [I];Alphabetic;Ugaritic;11 x 11 x 4;9.314;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
606;RS;['19.158[J]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [J];Alphabetic;Ugaritic;7 x 11 x 5;9.315;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
607;RS;['19.158[K]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [K];Alphabetic;Ugaritic;11 x 8 x 4;9.316;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
608;RS;['19.158[L]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 204, p.t. 1647 ? 2,30;1647;2,3;RS 19.158 [L];Alphabetic;Ugaritic;8 x 9 x 2;9.317;;;;19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N]
609;RS;['19.084[A]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1635 ? 2,30;1635;2,3;RS 19.084 [A];Alphabetic;Ugaritic;22 x 24 x 8;9.305;;;;19.084[A]+19.084[B]+19.084[C]+19.084[D]
610;RS;['19.084[B]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1635 ? 2,30;1635;2,3;RS 19.084 [B];Alphabetic;Ugaritic;15 x 17 x 4;9.306;;;;19.084[A]+19.084[B]+19.084[C]+19.084[D]
611;RS;['19.084[C]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1635 ? 2,30;1635;2,3;RS 19.084 [C];Logosyllabic;Akkadian;14 x 8 x 13;;;;;19.084[A]+19.084[B]+19.084[C]+19.084[D]
612;RS;['19.084[D]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1635 ? 2,30;1635;2,3;RS 19.084 [D];Logosyllabic;Akkadian;9 x 13 x 5;;;;;19.084[A]+19.084[B]+19.084[C]+19.084[D]
613;RS;['19.173[E]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1678 ? 2,30;1678;2,3;RS 19.173 [E];Logosyllabic;Akkadian;9 x 19 x 5;;;;;19.173[D]+19.173[E]+19.173[F]+19.173[G]
614;RS;['19.173[F]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1678 ? 2,30;1678;2,3;RS 19.173 [F];Alphabetic;Ugaritic;13 x 10 x 5;9.338;;;;19.173[D]+19.173[E]+19.173[F]+19.173[G]
615;RS;['19.173[G]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1678 ? 2,30;1678;2,3;RS 19.173 [G];Logosyllabic;Akkadian;17 x 11 x 4;;;;;19.173[D]+19.173[E]+19.173[F]+19.173[G]
616;RS;['19.173D'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Yabninu;;Palais Sud, room 203, p.t. 1678 ? 2,30;1678;2,3;RS 19.173D;Logosyllabic;Akkadian;26 x 30 x 20;;;;;19.173[D]+19.173[E]+19.173[F]+19.173[G]
617;RS;['26.137', '26.144'];;;;Tablet, Logosyllabic Akkadian;;Tablet;DO 6774;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 4307 ? 1,50;4307;1,5;RS 26.137+;Logosyllabic;Akkadian;97 x 83 x 46;;;;;26.144+25.415+25.454C+26.137+25.004
618;RS;['25.415'];SET TO FALSE;Lexical;probably no deities;Tablet, Logosyllabic Akkadian;;Tablet;DO 6705;South Acropolis;;Sud Acropole, au S de la M. aux Textes Magiques, p.t. 3978 ? 0,40;3978;0,4;RS 25.415;Logosyllabic;Akkadian;75 x 85 x 53;;;;;26.144+25.415+25.454C+26.137+25.004
619;RS;['25.454C'];;;;Tablet, Logosyllabic Akkadian;;Tablet;DO 6744;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5164 ? 0,75;5164;0,75;RS 25.454C;Logosyllabic;Akkadian;74 x 104 x 40;;;;;26.144+25.415+25.454C+26.137+25.004
620;RS;['25.459C'];PRAVDA;Incantation;against Lamaštu;Tablet, Logosyllabic Akkadian;;Tablet;DO 6751;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5179 ? 1,0;5179;1;RS 25.459C;Logosyllabic;Akkadian;74 x 61 x 21;;incantation;;;25.440+25.420+25.445+25.456+25.459C+25.447
621;RS;['25.420', '25.440', '25.456', '25.445', '25.447'];PRAVDA;Incantation;against Lamaštu;Tablet, Logosyllabic Akkadian;;Tablet;DO 6747;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5134 ? 0,45;5134;0,45;RS 25.420+;Logosyllabic;Akkadian;155 x 145 x 43;;incantations;;;25.440+25.420+25.445+25.456+25.459C+25.447
622;RS;['25.454F', '25.525[J]', '25.141'];PRAVDA;Divination;;Tablet, Logosyllabic Akkadian;;Tablet;DO 6700;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5082 ? 0,40;5082;0,4;RS 25.141+;Logosyllabic;Akkadian;57 x 99 x 21;;divination;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
623;RS;['25.525E'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525E;Logosyllabic;Akkadian;29 x 20 x 13;;;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
624;RS;['25.525F'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525F;Logosyllabic;Akkadian;13 x 12 x 5;;;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
625;RS;['25.525G'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525G;Logosyllabic;Akkadian;19 x 8 x 9;;;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
626;RS;['25.525H'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525H;Logosyllabic;Akkadian;13 x 7 x 4;;;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
627;RS;['25.525I'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525I;Logosyllabic;Akkadian;9 x 6 x 5;;;;;25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J]
628;RS;['25.454G'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5164 ? 0,75;5164;0,75;RS 25.454G;Logosyllabic;Akkadian;22 x 26 x 14;;;;;25.454G+25.454H+25.454I
629;RS;['25.454H'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5164 ? 0,75;5164;0,75;RS 25.454H;Logosyllabic;Akkadian;(?);;;;;25.454G+25.454H+25.454I
630;RS;['25.454I'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5164 ? 0,75;5164;0,75;RS 25.454I;Logosyllabic;Akkadian;(?);;;;;25.454G+25.454H+25.454I
631;RS;['25.514[D]'];;;;Tablet;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5182 ? 0,80;5182;0,8;;;;24 x 20 x 16;;;;;25.514C+25.514[D]
632;RS;['25.514C'];;;;Tablet;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5182 ? 0,80;5182;0,8;;;;36 x 19 x 26;;;;;25.514C+25.514[D]
633;RS;['25.519[E]', '25.525B'];SET TO FALSE;?;no contents available;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, p.t. 5089, tombe, ? 1,50;5089;;RS 25.519 [E]+;Logosyllabic;Akkadian;26 x 27 x 19;;;;;25.525B+25.525C?+25.519[E]
634;RS;['25.525C'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magi- ques, rég. p.t. 5188 ? 1,10;5188;1,1;RS 25.525C;Logosyllabic;Akkadian;22 x 22 x 14;;;;;25.525B+25.525C?+25.519[E]
635;RS;['25.455L'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5169 ? 0,60;5169;0,6;RS 25.455L;Logosyllabic;Akkadian;(?);;;;;25.455I+25.455J+25.455K+25.455L
636;RS;['25.455I'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5169 ? 0,60;5169;0,6;RS 25.455I;Logosyllabic;Akkadian;16 x 14 x 3;;;;;25.455I+25.455J+25.455K+25.455L
637;RS;['25.455J'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5169 ? 0,60;5169;0,6;RS 25.455J;Logosyllabic;Akkadian;16 x 22 x 7;;;;;25.455I+25.455J+25.455K+25.455L
638;RS;['25.455K'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Lamaštu;;Sud Acropole, Maison aux Textes Magiques, p.t. 5169 ? 0,60;5169;0,6;RS 25.455K;Logosyllabic;Akkadian;(?);;;;;25.455I+25.455J+25.455K+25.455L
639;RS;['11.[903]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [F];;;unknown;;;RS 11.[903];Alphabetic;Ugaritic;60 x 15 x 9;9.10;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
640;RS;['11.[904]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [G];;;unknown;;;RS 11.[904];Alphabetic;Ugaritic;16 x 11 x 8;9.11;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
641;RS;['11.[905]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [H];;;unknown;;;RS 11.[905];Alphabetic;Ugaritic;15 x 12 x 4;9.12;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
642;RS;['11.[906]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [I];;;unknown;;;RS 11.[906];Alphabetic;Ugaritic;10 x 12 x 7;9.13;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
643;RS;['11.[907]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [J];;;unknown;;;RS 11.[907];Alphabetic;Ugaritic;7 x 12 x 5;9.14;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
644;RS;['11.[908]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [K];;;unknown;;;RS 11.[908];Alphabetic;Ugaritic;14 x 9 x 5;9.15;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
645;RS;['11.[909]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [L];;;unknown;;;RS 11.[909];Alphabetic;Ugaritic;10 x 9 x 6;9.16;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
646;RS;['11.[910]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [M];;;unknown;;;RS 11.[910];Alphabetic;Ugaritic;9 x 9 x 4;9.17;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
647;RS;['11.[911]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [N];;;unknown;;;RS 11.[911];Alphabetic;Ugaritic;7 x 7 x 4;9.18;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
648;RS;['11.[912]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.006 [O];;;unknown;;;RS 11.[912];Alphabetic;Ugaritic;7 x 6 x 4;9.19;;;;11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912]
649;RS;['11.[916]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.007 [D];;;unknown;;;RS 11.[916];Alphabetic;Ugaritic;11 x 13 x 8;9.20;;;;11.[916]+11.[917]+11.[918]+11.[919]
650;RS;['11.[917]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.007 [E];;;unknown;;;RS 11.[917];Alphabetic;Ugaritic;6 x 5 x 3;9.21;;;;11.[916]+11.[917]+11.[918]+11.[919]
651;RS;['11.[918]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.007 [F];;;unknown;;;RS 11.[918];Alphabetic;Ugaritic;9 x 7 x 4;9.22;;;;11.[916]+11.[917]+11.[918]+11.[919]
652;RS;['11.[919]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;AO 20.007 [G];;;unknown;;;RS 11.[919];Alphabetic;Ugaritic;15 x 13 x 10;9.23;;;;11.[916]+11.[917]+11.[918]+11.[919]
653;RS;['1-11.[001]'];;;;;;Tablet;M3432 = A7281;;;unknown;;;RS 1-11.[001];Logosyllabic;Akkadian;17 x 21 x 10;;;;;1-11.[001]+1-11.[002]+1-11.[003]+1-11.[004]+1-11.[005]+1-11.[006]+1-11.[007]+1-11.[008]
654;RS;['1-11.[002]'];;;;;;Tablet;M3433 = A7282;;;unknown;;;RS 1-11.[002];Logosyllabic;Akkadian;34 x 19 x 18;;;;;1-11.[001]+1-11.[002]+1-11.[003]+1-11.[004]+1-11.[005]+1-11.[006]+1-11.[007]+1-11.[008]
